    ars    |                           gen                           |                                    st_extent                                     
 066330002 | Bad Karlshafen                                          | BOX(9.39849943339574 51.61042372661891,9.498644605622104 51.657499206502514)
 096720114 | Bad Kissingen                                           | BOX(9.967495103633809 50.14353835637211,10.14251817424649 50.25062235987937)
 160745053 | Bad Klosterlausnitz                                     | BOX(11.646084510679051 50.87410980859306,11.952414974223272 50.96151348495332)
 091800112 | Bad Kohlgrub                                            | BOX(11.028803684840653 47.63043655635304,11.129129921728593 47.69822590193605)
 064370001 | Bad König                                               | BOX(8.915387675073022 49.70321134933229,9.083360613365167 49.78163289200707)
 096730141 | Bad Königshofen i. Grabfeld                             | BOX(10.413108014448296 50.22255953187342,10.554806592041272 50.33877931635334)
 096735634 | Bad Königshofen i. Grabfeld                             | BOX(10.331055590632161 50.20335582059419,10.611389918211586 50.40304676980401)
 160765051 | Bad Köstritz                                            | BOX(11.949382943590539 50.90075809415084,12.049346140207229 50.95653499526818)
 093720137 | Bad Kötzting                                            | BOX(12.806808941365842 49.1273514146115,12.971181778584178 49.23538062508693)
 071330006 | Bad Kreuznach                                           | BOX(7.787046731958877 49.78720643385656,7.954592128587535 49.88202508155093)
 071335001 | Bad Kreuznach                                           | BOX(7.756396953772872 49.75123532838024,7.968769617960142 49.88072797606707)
 083155001 | Bad Krozingen                                           | BOX(7.580551626217159 47.88139119170055,7.725095798872039 47.9682101366801)
 059700028 | Bad Laasphe                                             | BOX(8.239622752393002 50.860690032380724,8.465899186068302 50.98667357907299)
 034590005 | Bad Laer                                                | BOX(8.019460068569865 52.05714518197263,8.135618918443546 52.13714280915574)
 160640003 | Bad Langensalza                                         | BOX(10.457459159668101 51.031954716287075,10.764446141031508 51.184200138222195)
 150880025 | Bad Lauchstädt                                          | BOX(11.71387119260529 51.332046371762736,11.919922758523022 51.42606563318074)
 147295301 | Bad Lausick                                             | BOX(12.561833107657113 51.089884721483585,12.754070967609186 51.22668561337139)
 031590003 | Bad Lauterberg im Harz                                  | BOX(10.368526805090008 51.56239114147261,10.571092874660584 51.67981766389674)
 160630099 | Bad Liebenstein                                         | BOX(10.296242137507651 50.778610245831246,10.412085822493166 50.870280793643474)
 082355004 | Bad Liebenzell                                          | BOX(8.637380570874653 48.752003175635934,8.819268453354114 48.838330694314514)
 057740008 | Bad Lippspringe                                         | BOX(8.723938794867612 51.75180685319687,8.92750831043533 51.833071602193485)
 160750062 | Bad Lobenstein                                          | BOX(11.553858167589652 50.40577853729532,11.734003843325622 50.4948654677538)
 071435001 | Bad Marienberg (Westerwald)                             | BOX(7.859272324110396 50.60696935483915,8.037659741475705 50.718931724508245)
 081285001 | Bad Mergentheim                                         | BOX(9.637913717919682 49.3884538891001,9.924984524506547 49.588346695275895)
 032520002 | Bad Münder am Deister                                   | BOX(9.324700851195935 52.131310103393766,9.516411431104835 52.2743199105639)
 053660004 | Bad Münstereifel                                        | BOX(6.691056461646429 50.453133559481486,6.931369913936884 50.60949914618475)
 146265203 | Bad Muskau                                              | BOX(14.603191361463658 51.516278072401484,14.731441482395718 51.59730833345156)
 064400002 | Bad Nauheim                                             | BOX(8.709874414143984 50.342064755319896,8.794461988863967 50.4111385189602)
 093770142 | Bad Neualbenreuth                                       | BOX(12.340085818270675 49.932064794032954,12.499541529636918 50.002615083810284)
 071310007 | Bad Neuenahr-Ahrweiler                                  | BOX(7.054308148734957 50.47685513169499,7.208732770462872 50.582435019112935)
 096730114 | Bad Neustadt a.d. Saale                                 | BOX(10.14816954037701 50.290059428018715,10.274518269003645 50.37847227823594)
 096735635 | Bad Neustadt a.d. Saale                                 | BOX(10.051844521154285 50.26165354592696,10.29832520136015 50.39849396406261)
 057700004 | Bad Oeynhausen                                          | BOX(8.720795684255314 52.16251418808809,8.87169827672519 52.27637354522399)
 010620004 | Bad Oldesloe                                            | BOX(10.295332069237816 53.76899295858889,10.436750460516029 53.86488343119475)
 010625207 | Bad Oldesloe-Land                                       | BOX(10.238705345753447 53.67218972278426,10.481443987931181 53.87181783466992)
 064350001 | Bad Orb                                                 | BOX(9.295848695001387 50.174592035311264,9.429270145989657 50.245330207334206)
 032520003 | Bad Pyrmont                                             | BOX(9.174689700238973 51.91944145797367,9.366787231562032 52.01248074325695)
 081255002 | Bad Rappenau                                            | BOX(8.954058546830568 49.17289517898525,9.159891676053698 49.2990505555788)
 091720114 | Bad Reichenhall                                         | BOX(12.795692235880672 47.68045704764479,12.94476488826364 47.77226546043075)
 094730158 | Bad Rodach                                              | BOX(10.712455140893473 50.273064922263536,10.865038212182004 50.39261550010536)
 034590006 | Bad Rothenfelde                                         | BOX(8.125604782010948 52.07182253356821,8.18696293365939 52.12482878026401)
 031590004 | Bad Sachsa                                              | BOX(10.497311282987047 51.553763453204425,10.592895961902295 51.622930238108104)
 083375005 | Bad Säckingen                                           | BOX(7.906427169875251 47.54378659031542,8.052906578786583 47.72320736550175)
 032540005 | Bad Salzdetfurth                                        | BOX(9.956112347764764 52.011407268695294,10.087687046963852 52.13107006532541)
 066310001 | Bad Salzschlirf                                         | BOX(9.46606922625519 50.61033648626145,9.550265844053174 50.66434744464109)
